Rk,Tm,Year,Date,Time,LTime,,Opp,Week,G#,Day,Result,OT,1stDOpp,Rush,Pass,Pen
263,ATL,2014,2014-11-23,1:02,1:02,,CLE,12,11,Sun,L 24-26,,29,10,16,3
264,ATL,2016,2016-09-18,4:25,1:25,@,OAK,2,2,Sun,W 35-28,,29,8,17,4
265,ATL,2018,2018-12-23,1:00,1:00,@,CAR,16,15,Sun,W 24-10,,29,8,19,2
266,ATL,2019,2019-09-22,1:00,1:00,@,IND,3,3,Sun,L 24-27,,29,7,15,7
267,BUF,2012,2012-10-07,4:25,1:25,@,SFO,5,5,Sun,L 3-45,,29,18,11,0
268,BUF,2014,2014-09-07,1:00,12:00,@,CHI,1,1,Sun,W 23-20,OT,29,5,19,5
269,BUF,2015,2015-11-08,1:02,1:02,,MIA,9,8,Sun,W 33-17,,29,6,16,7
270,BUF,2021,2021-10-10,8:20,7:20,@,KAN,5,5,Sun,W 38-20,,29,8,16,5
271,CAR,2011,2011-11-20,1:02,1:02,@,DET,11,10,Sun,L 35-49,,29,9,17,3
272,CAR,2014,2014-10-12,1:03,1:03,@,CIN,6,6,Sun,T 37-37,OT,29,8,18,3
273,CAR,2016,2016-12-04,8:30,5:30,@,SEA,13,12,Sun,L 7-40,,29,11,16,2
274,CIN,2006,2006-11-19,1:02,12:02,@,NOR,11,10,Sun,W 31-16,,29,0,0,0
275,CIN,2006,2006-12-31,1:03,1:03,,PIT,17,16,Sun,L 17-23,OT,29,0,0,0
276,CIN,2014,2014-10-12,1:03,1:03,,CAR,6,5,Sun,T 37-37,OT,29,10,14,5
277,CIN,2017,2017-12-10,1:00,1:00,,CHI,14,13,Sun,L 7-33,,29,13,14,2
278,CIN,2018,2018-10-28,1:00,1:00,,TAM,8,8,Sun,W 37-34,,29,7,20,2
279,CIN,2019,2019-12-22,1:00,1:00,@,MIA,16,15,Sun,L 35-38,OT,29,5,21,3
280,CLE,2001,2001-11-04,4:15,3:15,@,CHI,8,7,Sun,L 21-27,OT,29,0,0,0
281,CLE,2012,2012-12-23,4:05,2:05,@,DEN,16,15,Sun,L 12-34,,29,6,19,4
282,CLE,2014,2014-11-16,1:03,1:03,,HOU,11,10,Sun,L 7-23,,29,13,12,4
283,CLE,2016,2016-11-06,1:00,1:00,,DAL,9,9,Sun,L 10-35,,29,13,15,1
284,CLE,2016,2016-11-10,8:25,8:25,@,BAL,10,10,Thu,L 7-28,,29,7,19,3
285,CLE,2016,2016-12-18,1:00,1:00,@,BUF,15,14,Sun,L 13-33,,29,16,12,1
286,CLE,2019,2019-10-13,1:00,1:00,,SEA,6,6,Sun,L 28-32,,29,8,17,4
287,IND,2019,2019-12-08,1:00,1:00,@,TAM,14,13,Sun,L 35-38,,29,5,24,0
288,ARI,2000,2000-11-12,1:00,12:00,@,MIN,11,10,Sun,L 14-31,,29,0,0,0
289,ARI,2005,2005-09-25,4:06,1:06,@,SEA,3,3,Sun,L 12-37,,29,0,0,0
290,ARI,2009,2009-11-15,4:15,2:15,,SEA,10,9,Sun,W 31-20,,29,0,0,0
291,ARI,2015,2015-10-11,4:05,4:05,@,DET,5,5,Sun,W 42-17,,29,3,22,4
292,DAL,2013,2013-10-27,1:03,1:03,@,DET,8,8,Sun,L 30-31,,29,11,17,1
293,DAL,2015,2015-12-13,4:25,3:25,@,GNB,14,13,Sun,L 7-28,,29,15,12,2
294,DEN,2010,2010-10-24,4:15,2:15,,OAK,7,7,Sun,L 14-59,,29,0,0,0
295,DEN,2014,2014-11-02,4:25,4:25,@,NWE,9,8,Sun,L 21-43,,29,3,22,4
296,DEN,2020,2020-12-19,4:30,2:30,,BUF,15,14,Sat,L 19-48,,29,6,19,4
297,DET,2005,2005-12-18,4:05,4:05,,CIN,15,14,Sun,L 17-41,,29,0,0,0
298,DET,2007,2007-09-23,1:02,1:02,@,PHI,3,3,Sun,L 21-56,,29,0,0,0
299,DET,2007,2007-12-02,1:05,12:05,@,MIN,13,12,Sun,L 10-42,,29,0,0,0
300,DET,2008,2008-10-19,4:05,3:05,@,HOU,7,6,Sun,L 21-28,,29,0,0,0
301,DET,2011,2011-12-11,1:03,1:03,,MIN,14,13,Sun,W 34-28,,29,17,12,0
302,DET,2014,2014-11-23,1:02,1:02,@,NWE,12,11,Sun,L 9-34,,29,4,22,3
303,DET,2019,2019-09-29,1:00,1:00,,KAN,4,4,Sun,L 30-34,,29,8,16,5
304,DET,2020,2020-10-04,1:00,1:00,,NOR,4,4,Sun,L 29-35,,29,13,15,1
305,DET,2021,2022-01-02,4:25,1:25,@,SEA,17,16,Sun,L 29-51,,29,15,13,1
306,GNB,2004,2004-12-05,4:15,4:15,@,PHI,13,12,Sun,L 17-47,,29,0,0,0
307,GNB,2006,2006-11-27,8:41,5:41,@,SEA,12,11,Mon,L 24-34,,29,0,0,0
308,GNB,2016,2016-12-18,1:00,12:00,@,CHI,15,14,Sun,W 30-27,,29,5,21,3
309,GNB,2017,2017-12-17,1:00,1:00,@,CAR,15,14,Sun,L 24-31,,29,11,15,3
310,HOU,2003,2003-11-23,1:02,12:02,,NWE,12,11,Sun,L 20-23,OT,29,0,0,0
311,HOU,2010,2010-11-14,1:04,1:04,@,JAX,10,9,Sun,L 24-31,,29,0,0,0
312,HOU,2012,2012-11-22,12:39,12:39,@,DET,12,11,Thu,W 34-31,OT,29,8,21,0
313,HOU,2017,2017-10-08,8:30,7:30,,KAN,5,5,Sun,L 34-42,,29,5,21,3
314,HOU,2019,2019-12-01,8:20,7:20,,NWE,13,12,Sun,W 28-22,,29,9,16,4
315,JAX,2015,2015-12-27,4:05,3:05,@,NOR,16,15,Sun,L 27-38,,29,9,18,2
316,JAX,2020,2020-10-25,4:25,1:25,@,LAC,7,7,Sun,L 29-39,,29,9,16,4
317,KAN,2018,2018-10-07,1:00,12:00,,JAX,5,5,Sun,W 30-14,,29,6,20,3
318,KAN,2018,2018-11-19,8:15,7:15,@,LAR,11,11,Mon,L 51-54,,29,4,21,4
319,KAN,2019,2019-09-22,1:00,12:00,,BAL,3,3,Sun,W 33-28,,29,15,14,0
320,KAN,2019,2019-09-29,1:00,1:00,@,DET,4,4,Sun,W 34-30,,29,8,17,4
321,KAN,2020,2021-01-03,4:25,3:25,,LAC,17,16,Sun,L 21-38,,29,10,16,3
322,MIA,2002,2002-09-15,1:00,12:00,@,IND,2,2,Sun,W 21-13,,29,0,0,0
323,MIA,2013,2013-12-15,1:02,1:02,,NWE,15,14,Sun,W 24-20,,29,9,19,1
324,MIA,2014,2014-11-23,4:25,2:25,@,DEN,12,11,Sun,L 36-39,,29,10,15,4
325,MIA,2015,2015-11-15,1:05,1:05,@,PHI,10,9,Sun,W 20-19,,29,10,15,4
326,MIA,2016,2016-09-18,1:02,1:02,@,NWE,2,2,Sun,L 24-31,,29,11,15,3
327,MIA,2016,2016-11-13,4:05,1:05,@,SDG,10,9,Sun,W 31-24,,29,3,19,7
328,MIA,2020,2020-09-13,1:00,1:00,@,NWE,1,1,Sun,L 11-21,,29,18,8,3
329,MIN,2007,2007-09-16,4:05,4:05,@,DET,2,2,Sun,L 17-20,OT,29,0,0,0
330,MIN,2007,2007-11-11,1:02,12:02,@,GNB,10,9,Sun,L 0-34,,29,0,0,0
331,MIN,2012,2012-12-16,1:00,12:00,@,STL,15,14,Sun,W 36-22,,29,4,23,2
332,MIN,2013,2013-09-29,1:07,6:07,,PIT,4,4,Sun,W 34-27,,29,5,21,3
333,MIN,2021,2022-01-02,8:20,7:20,@,GNB,17,16,Sun,L 10-37,,29,11,17,1
334,NOR,2004,2004-10-17,8:36,7:36,,MIN,6,6,Sun,L 31-38,,29,0,0,0
335,NOR,2011,2011-11-28,8:40,7:40,,NYG,12,11,Mon,W 49-24,,29,5,19,5
336,NOR,2012,2012-10-28,8:30,6:30,@,DEN,8,7,Sun,L 14-34,,29,11,16,2
337,NOR,2017,2017-09-17,1:00,12:00,,NWE,2,2,Sun,L 20-36,,29,8,19,2
338,NWE,2009,2010-01-03,1:02,12:02,@,HOU,17,16,Sun,L 27-34,,29,0,0,0
339,NWE,2011,2011-09-18,4:15,4:15,,SDG,2,2,Sun,W 35-21,,29,5,20,4
340,NWE,2011,2011-10-30,4:15,4:15,@,PIT,8,7,Sun,L 17-25,,29,5,23,1
341,NWE,2018,2018-10-21,1:00,12:00,@,CHI,7,7,Sun,W 38-31,,29,7,18,4
342,NYG,2011,2011-12-04,4:15,4:15,,GNB,13,12,Sun,L 35-38,,29,5,21,3
343,NYG,2020,2020-09-27,1:00,1:00,,SFO,3,3,Sun,L 9-36,,29,7,19,3
344,NYG,2021,2021-11-01,8:15,7:15,@,KAN,8,8,Mon,L 17-20,,29,10,17,2
345,TEN,2004,2004-12-05,1:02,1:02,@,IND,13,12,Sun,L 24-51,,29,0,0,0
346,TEN,2011,2011-10-23,1:02,12:02,,HOU,7,6,Sun,L 7-41,,29,14,13,2
347,TEN,2014,2014-11-17,8:30,7:30,,PIT,11,10,Mon,L 24-27,,29,15,14,0
348,PHI,2011,2011-11-27,4:15,4:15,,NWE,12,11,Sun,L 20-38,,29,7,19,3
349,PHI,2013,2013-11-03,4:05,1:05,@,OAK,9,9,Sun,W 49-20,,29,12,15,2
350,PHI,2013,2013-12-15,1:02,12:02,@,MIN,15,14,Sun,L 30-48,,29,11,14,4
351,PHI,2014,2014-10-05,1:02,1:02,,STL,5,5,Sun,W 34-28,,29,7,21,1
352,PIT,2006,2006-11-12,4:15,4:15,,NOR,10,9,Sun,W 38-31,,29,0,0,0
353,OAK,2002,2002-10-06,1:02,1:02,@,BUF,5,4,Sun,W 49-31,,29,0,0,0
354,OAK,2004,2004-12-05,4:05,1:05,,KAN,13,12,Sun,L 27-34,,29,0,0,0
355,OAK,2008,2008-12-14,4:15,1:15,,NWE,15,14,Sun,L 26-49,,29,0,0,0
356,OAK,2010,2010-10-10,4:15,1:15,,SDG,5,5,Sun,W 35-27,,29,0,0,0
357,OAK,2015,2015-09-20,4:05,1:05,,BAL,2,2,Sun,W 37-33,,29,7,17,5
358,OAK,2019,2019-10-27,4:25,3:25,@,HOU,8,7,Sun,L 24-27,,29,7,17,5
359,LVR,2020,2020-10-25,4:05,1:05,,TAM,7,6,Sun,L 20-45,,29,5,22,2
360,LVR,2021,2021-11-14,8:20,5:20,,KAN,10,9,Sun,L 14-41,,29,5,23,1
361,STL,2012,2012-10-28,1:06,5:06,,NWE,8,8,Sun,L 7-45,,29,9,16,4
362,STL,2015,2015-12-06,1:00,12:00,,ARI,13,12,Sun,L 3-27,,29,8,18,3
363,LAR,2017,2017-12-10,4:25,1:25,,PHI,14,13,Sun,L 35-43,,29,5,18,6
364,LAR,2018,2018-11-11,4:25,1:25,,SEA,10,10,Sun,W 36-31,,29,15,9,5
365,BAL,2020,2020-09-28,8:15,8:15,,KAN,3,3,Mon,L 20-34,,29,5,22,2
366,BAL,2020,2020-12-08,8:05,8:05,,DAL,13,12,Tue,W 34-17,,29,8,20,1
367,BAL,2021,2021-10-11,8:15,8:15,,IND,5,5,Mon,W 31-25,OT,29,10,16,3
368,SDG,2000,2000-10-01,1:02,12:02,@,STL,5,5,Sun,L 31-57,,29,0,0,0
369,SDG,2006,2006-11-12,1:03,1:03,@,CIN,10,9,Sun,W 49-41,,29,0,0,0
370,SDG,2012,2012-12-16,4:05,1:05,,CAR,15,14,Sun,L 7-31,,29,13,12,4
371,SEA,2013,2013-09-29,1:03,12:03,@,HOU,4,4,Sun,W 23-20,OT,29,7,20,2
372,SEA,2019,2019-11-03,4:05,1:05,,TAM,9,9,Sun,W 40-34,OT,29,7,19,3
373,SEA,2020,2020-09-20,8:20,5:20,,NWE,2,2,Sun,W 35-30,,29,5,22,2
374,SEA,2021,2021-11-21,4:25,1:25,,ARI,11,10,Sun,L 13-23,,29,6,21,2
375,SFO,2001,2001-10-28,1:03,12:03,@,CHI,7,6,Sun,L 31-37,OT,29,0,0,0
376,SFO,2016,2016-10-16,1:02,1:02,@,BUF,6,6,Sun,L 16-45,,29,16,10,3
377,SFO,2016,2016-11-06,4:05,1:05,,NOR,9,8,Sun,L 23-41,,29,14,14,1
378,SFO,2016,2016-12-18,4:05,4:05,@,ATL,15,14,Sun,L 13-41,,29,10,17,2
379,SFO,2020,2020-09-13,4:25,1:25,,ARI,1,1,Sun,L 20-24,,29,13,12,4
380,WAS,2001,2001-09-30,1:01,1:01,,KAN,3,3,Sun,L 13-45,,29,0,0,0
381,WAS,2010,2010-09-19,4:15,4:15,,HOU,2,2,Sun,L 27-30,OT,29,0,0,0
382,WAS,2013,2013-10-27,4:25,2:25,@,DEN,8,7,Sun,L 21-45,,29,6,23,0
383,WAS,2015,2015-10-11,1:02,1:02,@,ATL,5,5,Sun,L 19-25,OT,29,12,14,3
384,WAS,2017,2017-10-02,8:30,7:30,@,KAN,4,4,Mon,L 20-29,,29,7,17,5
385,WAS,2018,2018-11-11,1:00,1:00,@,TAM,10,9,Sun,W 16-3,,29,6,22,1
386,WAS,2021,2021-09-26,1:00,1:00,@,BUF,3,3,Sun,L 21-43,,29,8,20,1
387,WAS,2021,2021-10-17,1:00,1:00,,KAN,6,6,Sun,L 13-31,,29,7,21,1
388,ATL,2006,2006-10-15,1:04,1:04,,NYG,6,5,Sun,L 14-27,,28,0,0,0
389,ATL,2007,2007-10-15,8:40,8:40,,NYG,6,6,Mon,L 10-31,,28,0,0,0
390,ATL,2009,2009-09-27,1:02,1:02,@,NWE,3,3,Sun,L 10-26,,28,0,0,0
391,ATL,2010,2010-10-24,1:05,1:05,,CIN,7,7,Sun,W 39-32,,28,0,0,0
392,ATL,2014,2014-12-08,8:30,7:30,@,GNB,14,13,Mon,L 37-43,,28,10,17,1
393,ATL,2020,2021-01-03,1:00,1:00,@,TAM,17,16,Sun,L 27-44,,28,5,20,3
394,ATL,2021,2022-01-02,1:00,1:00,@,BUF,17,16,Sun,L 15-29,,28,19,8,1
395,BUF,2001,2001-09-23,1:00,12:00,@,IND,2,2,Sun,L 26-42,,28,0,0,0
396,BUF,2005,2005-11-20,4:15,1:15,@,SDG,11,10,Sun,L 10-48,,28,0,0,0
397,BUF,2008,2008-10-05,4:16,1:16,@,ARI,5,5,Sun,L 17-41,,28,0,0,0
398,BUF,2009,2009-09-14,7:10,7:10,@,NWE,1,1,Mon,L 24-25,,28,0,0,0
399,BUF,2010,2010-11-28,1:02,1:02,,PIT,12,11,Sun,L 16-19,OT,28,0,0,0
400,BUF,2011,2012-01-01,1:02,1:02,@,NWE,17,16,Sun,L 21-49,,28,9,17,2
401,BUF,2015,2015-09-20,1:02,1:02,,NWE,2,2,Sun,L 32-40,,28,4,21,3
402,BUF,2016,2016-09-15,8:26,8:26,,NYJ,2,2,Thu,L 31-37,,28,7,18,3
403,BUF,2017,2017-11-19,4:05,1:05,@,LAC,11,10,Sun,L 24-54,,28,8,20,0
404,BUF,2017,2017-12-24,1:00,1:00,@,NWE,16,15,Sun,L 16-37,,28,13,13,2
405,BUF,2020,2020-09-20,1:00,1:00,@,MIA,2,2,Sun,W 31-28,,28,6,20,2
406,BUF,2020,2020-09-27,1:00,1:00,,LAR,3,3,Sun,W 35-32,,28,13,15,0
407,BUF,2021,2021-11-21,1:00,1:00,,IND,11,10,Sun,L 15-41,,28,18,6,4
408,CAR,2000,2000-12-24,4:15,1:15,@,OAK,17,16,Sun,L 9-52,,28,0,0,0
409,CAR,2013,2013-11-18,8:42,8:42,,NWE,11,10,Mon,W 24-20,,28,6,17,5
410,CAR,2016,2016-11-17,8:25,8:25,,NOR,11,10,Thu,W 23-20,,28,7,19,2
411,CAR,2019,2019-10-06,1:00,1:00,,JAX,5,5,Sun,W 34-27,,28,8,18,2
412,CAR,2020,2020-10-29,8:20,8:20,,ATL,8,8,Thu,L 17-25,,28,10,14,4
413,CHI,2006,2006-12-11,8:30,7:30,@,STL,14,13,Mon,W 42-27,,28,0,0,0
414,CHI,2007,2007-12-30,1:00,12:00,,NOR,17,16,Sun,W 33-25,,28,0,0,0
415,CHI,2008,2008-09-21,1:02,12:02,,TAM,3,3,Sun,L 24-27,OT,28,0,0,0
416,CHI,2008,2008-10-19,1:02,12:02,,MIN,7,7,Sun,W 48-41,,28,0,0,0
417,CHI,2013,2013-10-20,1:05,1:05,@,WAS,7,7,Sun,L 41-45,,28,13,13,2
418,CHI,2013,2013-12-01,1:05,12:05,@,MIN,13,12,Sun,L 20-23,OT,28,13,13,2
419,CHI,2013,2013-12-22,8:30,8:30,@,PHI,16,15,Sun,L 11-54,,28,16,12,0
420,CHI,2014,2014-11-27,12:39,12:39,@,DET,13,12,Thu,L 17-34,,28,7,19,2
421,CHI,2020,2020-11-29,8:20,7:20,@,GNB,12,11,Sun,L 25-41,,28,14,13,1
422,CHI,2021,2021-10-24,4:25,4:25,@,TAM,7,7,Sun,L 3-38,,28,12,13,3
423,CIN,2005,2005-11-20,4:15,4:15,,IND,11,10,Sun,L 37-45,,28,0,0,0
424,CIN,2005,2005-12-04,1:02,1:02,@,PIT,13,12,Sun,W 38-31,,28,0,0,0
425,CIN,2018,2018-09-13,8:20,8:20,,BAL,2,2,Thu,W 34-23,,28,5,20,3
426,CLE,2000,2000-09-03,1:02,1:02,,JAX,1,1,Sun,L 7-27,,28,0,0,0
427,CLE,2000,2000-12-03,4:16,4:16,@,JAX,14,14,Sun,L 0-48,,28,0,0,0
428,CLE,2002,2002-09-15,1:03,1:03,,CIN,2,2,Sun,W 20-7,,28,0,0,0
429,CLE,2003,2003-12-14,4:05,2:05,@,DEN,15,14,Sun,L 20-23,OT,28,0,0,0
430,CLE,2007,2007-11-04,4:06,4:06,,SEA,9,8,Sun,W 33-30,OT,28,0,0,0
431,CLE,2009,2009-09-27,1:02,1:02,@,BAL,3,3,Sun,L 3-34,,28,0,0,0
432,CLE,2009,2009-10-18,1:01,1:01,@,PIT,6,6,Sun,L 14-27,,28,0,0,0
433,CLE,2010,2010-11-14,1:02,1:02,,NYJ,10,9,Sun,L 20-26,OT,28,0,0,0
434,CLE,2015,2015-12-20,4:06,1:06,@,SEA,15,14,Sun,L 13-30,,28,12,14,2
435,IND,2008,2008-12-18,8:15,8:15,@,JAX,16,15,Thu,W 31-24,,28,0,0,0
436,IND,2013,2013-12-08,1:02,1:02,@,CIN,14,13,Sun,L 28-42,,28,9,14,5
437,IND,2015,2015-09-27,1:03,12:03,@,TEN,3,3,Sun,W 35-33,,28,7,18,3
438,IND,2016,2016-09-11,4:27,4:27,,DET,1,1,Sun,L 35-39,,28,7,20,1
439,IND,2020,2020-11-29,1:00,1:00,,TEN,12,11,Sun,L 26-45,,28,16,9,3
440,IND,2021,2021-11-28,1:00,1:00,,TAM,12,12,Sun,L 31-38,,28,13,11,4
441,ARI,2000,2000-10-15,4:15,1:15,,PHI,7,6,Sun,L 14-33,,28,0,0,0
442,ARI,2002,2002-11-24,4:05,2:05,,OAK,12,11,Sun,L 20-41,,28,0,0,0
443,ARI,2004,2004-10-10,4:15,1:15,@,SFO,5,5,Sun,L 28-31,OT,28,0,0,0
444,ARI,2006,2006-10-29,1:02,12:02,@,GNB,8,8,Sun,L 14-31,,28,0,0,0
445,ARI,2010,2010-11-07,1:05,12:05,@,MIN,9,8,Sun,L 24-27,OT,28,0,0,0
446,ARI,2011,2011-09-18,1:03,1:03,@,WAS,2,2,Sun,L 21-22,,28,10,13,5
447,ARI,2016,2016-11-27,1:00,1:00,@,ATL,12,11,Sun,L 19-38,,28,8,15,5
448,ARI,2017,2017-10-22,1:00,6:00,@,LAR,7,7,Sun,L 0-33,,28,11,14,3
449,ARI,2019,2019-10-27,1:00,12:00,@,NOR,8,8,Sun,L 9-31,,28,8,20,0
450,DAL,2006,2006-12-10,8:21,7:21,,NOR,14,13,Sun,L 17-42,,28,0,0,0
451,DAL,2007,2007-10-14,4:17,3:17,,NWE,6,6,Sun,L 27-48,,28,0,0,0
452,DAL,2007,2007-11-18,4:15,3:15,,WAS,11,10,Sun,W 28-23,,28,0,0,0
453,DAL,2011,2011-12-11,8:30,7:30,,NYG,14,13,Sun,L 34-37,,28,8,17,3
454,DAL,2020,2020-12-20,1:00,12:00,,SFO,15,14,Sun,W 41-33,,28,9,15,4
455,DAL,2021,2021-11-25,4:30,3:30,,LVR,12,11,Thu,L 33-36,OT,28,7,14,7
456,DEN,2003,2003-12-07,4:15,2:15,,KAN,14,13,Sun,W 45-27,,28,0,0,0
457,DEN,2005,2005-10-09,4:15,2:15,,WAS,5,5,Sun,W 21-19,,28,0,0,0
458,DEN,2007,2007-11-19,8:40,6:40,,TEN,11,10,Mon,W 34-20,,28,0,0,0
459,DEN,2008,2008-12-28,8:23,5:23,@,SDG,17,16,Sun,L 21-52,,28,0,0,0
460,DEN,2010,2010-10-10,1:02,1:02,@,BAL,5,5,Sun,L 17-31,,28,0,0,0
461,DEN,2013,2013-09-15,4:25,4:25,@,NYG,2,2,Sun,W 41-23,,28,3,15,10
462,DEN,2014,2014-09-14,4:25,2:25,,KAN,2,2,Sun,W 24-17,,28,6,18,4
463,DEN,2015,2015-12-20,4:25,4:25,@,PIT,15,14,Sun,L 27-34,,28,3,21,4
464,DEN,2017,2017-11-12,8:30,6:30,,NWE,10,9,Sun,L 16-41,,28,6,18,4
465,DEN,2020,2020-11-01,4:05,2:05,,LAC,8,7,Sun,W 31-30,,28,10,15,3
466,DEN,2021,2022-01-08,4:30,2:30,,KAN,18,17,Sat,L 24-28,,28,6,19,3
467,DET,2003,2003-12-14,1:00,12:00,@,KAN,15,14,Sun,L 17-45,,28,0,0,0
468,DET,2004,2004-10-17,1:03,1:03,,GNB,6,5,Sun,L 10-38,,28,0,0,0
469,DET,2008,2008-12-14,1:02,1:02,@,IND,15,14,Sun,L 21-31,,28,0,0,0
470,DET,2009,2009-09-13,1:03,12:03,@,NOR,1,1,Sun,L 27-45,,28,0,0,0
471,DET,2010,2010-12-26,1:03,1:03,@,MIA,16,15,Sun,W 34-27,,28,0,0,0
472,DET,2015,2015-09-13,4:05,1:05,@,SDG,1,1,Sun,L 28-33,,28,5,20,3
473,DET,2016,2017-01-01,8:30,8:30,,GNB,17,16,Sun,L 24-31,,28,9,17,2
474,DET,2017,2017-11-23,12:30,12:30,,MIN,12,11,Thu,L 23-30,,28,11,14,3
475,DET,2017,2017-12-10,1:00,1:00,@,TAM,14,13,Sun,W 24-21,,28,8,19,1
476,DET,2017,2017-12-24,1:00,1:00,@,CIN,16,15,Sun,L 17-26,,28,8,16,4
477,DET,2020,2020-09-27,4:25,2:25,@,ARI,3,3,Sun,W 26-23,,28,10,16,2
478,DET,2020,2020-12-20,1:00,12:00,@,TEN,15,14,Sun,L 25-46,,28,10,17,1
479,GNB,2009,2009-12-20,4:15,4:15,@,PIT,15,14,Sun,L 36-37,,28,0,0,0
480,GNB,2011,2011-11-06,4:15,1:15,@,SDG,9,8,Sun,W 45-38,,28,5,20,3
481,GNB,2012,2012-10-07,1:03,1:03,@,IND,5,5,Sun,L 27-30,,28,8,16,4
482,GNB,2013,2013-11-24,1:02,12:02,,MIN,12,11,Sun,T 26-26,OT,28,13,13,2
483,GNB,2014,2014-10-26,8:30,7:30,@,NOR,8,8,Sun,L 23-44,,28,11,15,2
484,GNB,2017,2017-11-26,8:30,8:30,@,PIT,12,11,Sun,L 28-31,,28,6,21,1
485,GNB,2018,2018-11-04,8:20,8:20,@,NWE,9,8,Sun,L 17-31,,28,11,13,4
486,GNB,2021,2021-12-25,4:30,3:30,,CLE,16,15,Sat,W 24-22,,28,12,15,1
487,HOU,2005,2005-11-20,8:37,7:37,,KAN,11,10,Sun,L 17-45,,28,0,0,0
488,HOU,2009,2009-11-29,1:02,12:02,,IND,12,11,Sun,L 27-35,,28,0,0,0
489,HOU,2013,2013-12-01,1:02,12:02,,NWE,13,12,Sun,L 31-34,,28,7,20,1
490,HOU,2018,2018-09-30,1:00,1:00,@,IND,4,4,Sun,W 37-34,OT,28,3,23,2
491,HOU,2020,2020-09-10,8:20,7:20,@,KAN,1,1,Thu,L 20-34,,28,9,16,3
492,HOU,2020,2020-11-26,12:30,12:30,@,DET,12,11,Thu,W 41-25,,28,8,17,3
493,HOU,2020,2021-01-03,4:25,3:25,,TEN,17,16,Sun,L 38-41,,28,17,10,1
494,HOU,2021,2021-09-23,8:20,7:20,,CAR,3,3,Thu,L 9-24,,28,10,15,3
495,JAX,2002,2002-10-06,4:14,4:14,,PHI,5,4,Sun,W 28-25,,28,0,0,0
496,JAX,2008,2008-10-05,8:23,8:23,,PIT,5,5,Sun,L 21-26,,28,0,0,0
497,JAX,2010,2010-10-03,4:05,4:05,,IND,4,4,Sun,W 31-28,,28,0,0,0
498,JAX,2012,2012-09-16,1:03,1:03,,HOU,2,2,Sun,L 7-27,,28,16,11,1
499,JAX,2013,2013-09-22,4:26,1:26,@,SEA,3,3,Sun,L 17-45,,28,10,16,2
500,JAX,2019,2019-12-22,1:00,1:00,@,ATL,16,15,Sun,L 12-24,,28,8,20,0
501,JAX,2020,2020-10-04,1:00,1:00,@,CIN,4,4,Sun,L 25-33,,28,12,15,1
502,JAX,2020,2020-12-27,1:00,1:00,,CHI,16,15,Sun,L 17-41,,28,8,18,2
503,KAN,2002,2002-09-29,1:00,12:00,,MIA,4,4,Sun,W 48-30,,28,0,0,0
504,KAN,2006,2006-11-05,1:02,12:02,@,STL,9,8,Sun,W 31-17,,28,0,0,0
505,KAN,2018,2018-12-02,4:05,1:05,@,OAK,13,12,Sun,W 40-33,,28,10,16,2
506,KAN,2020,2020-09-20,4:25,1:25,@,LAC,2,2,Sun,W 23-20,OT,28,13,14,1
507,KAN,2021,2021-12-16,8:20,5:20,@,LAC,15,14,Thu,W 34-28,OT,28,14,13,1
508,MIA,2012,2012-12-30,4:25,4:25,@,NWE,17,16,Sun,L 0-28,,28,12,15,1
509,MIA,2013,2013-10-31,8:29,8:29,,CIN,9,8,Thu,W 22-20,OT,28,10,17,1
510,MIA,2016,2016-12-04,1:00,1:00,@,BAL,13,12,Sun,L 6-38,,28,8,20,0
511,MIA,2018,2018-12-09,1:00,1:00,,NWE,14,13,Sun,W 34-33,,28,3,21,4
512,MIA,2019,2019-09-22,1:00,12:00,@,DAL,3,3,Sun,L 6-31,,28,15,12,1
513,MIA,2021,2021-09-26,4:05,1:05,@,LVR,3,3,Sun,L 28-31,OT,28,7,18,3
514,MIN,2000,2000-12-17,1:00,12:00,,GNB,16,15,Sun,L 28-33,,28,0,0,0
515,MIN,2001,2001-10-14,1:00,12:00,,DET,5,5,Sun,W 31-26,,28,0,0,0
516,MIN,2012,2012-11-04,4:06,1:06,@,SEA,9,9,Sun,L 20-30,,28,13,12,3
517,MIN,2013,2013-09-08,1:02,1:02,@,DET,1,1,Sun,L 24-34,,28,10,16,2
518,NOR,2002,2002-10-27,1:03,12:03,,ATL,8,8,Sun,L 35-37,,28,0,0,0
519,NOR,2003,2003-09-21,1:03,12:03,@,TEN,3,3,Sun,L 12-27,,28,0,0,0
520,NOR,2004,2004-11-07,4:05,1:05,@,SDG,9,8,Sun,L 17-43,,28,0,0,0
521,NOR,2004,2004-11-14,1:02,12:02,,KAN,10,9,Sun,W 27-20,,28,0,0,0
522,NOR,2009,2009-12-06,1:03,1:03,@,WAS,13,12,Sun,W 33-30,OT,28,0,0,0
523,NOR,2012,2012-12-30,1:03,12:03,,CAR,17,16,Sun,L 38-44,,28,12,13,3
524,NOR,2014,2014-09-07,1:03,1:03,@,ATL,1,1,Sun,L 34-37,OT,28,6,21,1
525,NOR,2015,2015-11-01,1:02,12:02,,NYG,8,8,Sun,W 52-49,,28,5,16,7
526,NOR,2017,2017-12-31,4:25,1:00,@,TAM,17,16,Sun,L 24-31,,28,7,19,2
527,NOR,2020,2020-09-21,8:15,5:15,@,LVR,2,2,Mon,L 24-34,,28,5,18,5
